Gene,Sum,Mean,Variance
WASH7P,0.01743086512392669,1.9004432101969787e-06,1.726056894654463e-09
AL627309.1,0.0046087882868414325,5.024845493721579e-07,2.3119950599595852e-10
CICP27,0.01968613783828979,2.1463298995082632e-06,1.5093195794158782e-09
AL627309.6,0.0052656261678955115,5.740979249777052e-07,4.1866377282464164e-10
AL627309.7,0.0005347593582887701,5.83034625260325e-08,3.117492291269195e-11
AL627309.5,0.03414490766048015,3.722733063724395e-06,2.844184210008366e-09
WASH9P,0.006561812285592857,7.154178244213756e-07,3.634814251242303e-10
AP006222.1,0.060932693726275265,6.643337737273797e-06,5.276500467761208e-09
AL732372.2,0.010276147872708002,1.1203824545037072e-06,7.986762724850064e-10
AL669831.3,0.09233974895615638,1.0067569663776317e-05,6.660994648939805e-09
MTND1P23,0.005526512631427786,6.025417173383979e-07,6.152158343924498e-10
MTND2P28,0.003009922669518405,3.281642683731362e-07,1.5411228568041555e-10
MTCO1P12,0.012392938733378062,1.3511708169840887e-06,9.265349687295274e-10
MTCO2P12,0.0004797497242817676,5.230590103377318e-08,1.3185713548181916e-11
MTATP8P1,0.00028555111364934324,3.1132916882832885e-08,8.889069828531736e-12
MTATP6P1,0.10390826483178037,1.1328855738310113e-05,7.80062870040204e-09
MTCO3P12,0.0007827693340431459,8.534336393841538e-08,3.480911707219772e-11
AL669831.1,0.06401148891292709,6.979011002281628e-06,5.016901621276895e-09
RNU6-1199P,0.00012307692307692307,1.3418766144453016e-08,1.651360385263225e-12
LINC01409,0.3381471739723389,3.68673325307827e-05,3.311262282008536e-08
AL669831.4,0.0027227770574148116,2.968575073500667e-07,4.0373615182546365e-10
FAM87B,0.00028901734104046245,3.151083090279791e-08,9.106183629038106e-12
LINC01128,0.08015551745848805,8.739153669699961e-06,6.4709260774701e-09
LINC00115,0.016819427357080956,1.8337796944048144e-06,1.6446587904145434e-09
AL669831.7,0.0004506534474988734,4.91336074464537e-08,2.2139815472419964e-11
FAM41C,0.0029084355164210375,3.170993803337372e-07,2.2231383532224744e-10
AL645608.6,0.011613551415377805,1.2661961857149808e-06,7.527007219157764e-10
AL645608.2,0.007791056701694832,8.494392391730083e-07,9.185240408455473e-10
AL645608.4,0.0015935738138683575,1.7374332903056666e-07,9.657842807593353e-11
LINC02593,0.009157435371288606,9.984120553083958e-07,8.937799640290699e-10
SAMD11,0.03032604552889773,3.3063721684362987e-06,2.8327104338307837e-09
NOC2L,0.49763570755909714,5.4255964627027596e-05,4.363010440154303e-08
KLHL17,0.16881035064481867,1.8404966271785725e-05,1.507786657679224e-08
PLEKHN1,0.0026353445974925853,2.8732496701838043e-07,2.942040464193249e-10
PERM1,0.0006093845216331506,6.643965565123752e-08,4.048288354865755e-11
AL645608.7,0.31065470072261553,3.386989759295852e-05,2.9721840933623618e-08
HES4,0.6714490789983825,7.320639762302469e-05,6.583920984344361e-08
ISG15,0.16272588735372495,1.7741592602891947e-05,1.4616704058753578e-08
AL645608.1,0.00142445005409304,1.5530419255266463e-07,1.375446543840384e-10
AGRN,0.27731788489506753,3.0235268741285164e-05,2.3623508189278435e-08
AL390719.1,0.0004965243296921549,5.413479390450882e-08,2.6876311680548113e-11
C1orf159,0.6709123208939847,7.314787624225738e-05,5.650374288358591e-08
AL390719.3,0.030302086338545215,3.303759958410948e-06,2.293458315868637e-09
LINC01342,0.017438088385169814,1.9012307441310307e-06,2.5064741690442653e-09
TTLL10-AS1,0.0005952380952380953,6.489730650219095e-08,3.8625137448055714e-11
TTLL10,0.0017808088456736175,1.9415709176554922e-07,1.6396050348130562e-10
TNFRSF18,0.01240784653215377,1.3527961766412746e-06,1.3441215398649995e-09
TNFRSF4,0.005685811145356935,6.199096320711878e-07,4.018870020992679e-10
SDF4,0.40737689131617877,4.441527380246171e-05,3.897680870121848e-08
B3GALT6,0.03429029235748957,3.7385839901318765e-06,4.9897372482183706e-09
C1QTNF12,0.027154977000124522,2.960638573934204e-06,2.4205473373585662e-09
AL162741.1,0.004179166303008836,4.556439493031875e-07,2.754731135324019e-10
