Gene,Sum,Mean,Variance
AL669831.3,0.1320107252278069,1.5880034311055804e-05,1.4928834181421892e-08
MTATP8P1,0.14109338060892535,1.6972618863096998e-05,3.006710291443358e-08
MTATP6P1,0.13911284289983017,1.6734373018143893e-05,2.375933349710554e-08
AL669831.1,0.07125240027348557,8.571201765125174e-06,8.680036643513284e-09
LINC01409,0.2472538105380553,2.9743030258397126e-05,3.520557614375503e-08
LINC01128,0.0991049793913121,1.192168644187563e-05,1.2790164158703357e-08
NOC2L,0.4547428155297053,5.470261223742395e-05,5.8524316633714406e-08
KLHL17,0.1367952724271804,1.6455584316995116e-05,1.9341676774369913e-08
HES4,0.27996882541050294,3.3678434429267765e-05,3.464588230652498e-08
ISG15,0.10332694426102808,1.2429561441239995e-05,1.655130691439426e-08
AGRN,0.20200295174843702,2.4299645344452907e-05,2.5978530200011173e-08
C1orf159,0.7070389386235297,8.505220000283047e-05,9.087913853747856e-08
SDF4,0.40099366943232906,4.82369384617261e-05,5.675255926358683e-08
UBE2J2,0.6441218298959284,7.748367976614079e-05,8.489747360771171e-08
LINC01786,0.08508288010357841,1.023491881433639e-05,9.959534294328436e-09
SCNN1D,0.27533906004793746,3.312150367471881e-05,3.2926138464368546e-08
ACAP3,2.8938318769989193,0.0003481092117164585,5.047585342624028e-07
INTS11,0.719348521390206,8.653296299653626e-05,9.059799952095536e-08
DVL1,0.2585571208997123,3.110274520626877e-05,3.3570818804851975e-08
MXRA8,0.06121295429036988,7.363521507322252e-06,7.172816736769057e-09
AURKAIP1,0.17831058139664113,2.1449606808208967e-05,2.502122366042704e-08
CCNL2,3.5735380723519112,0.000429873459924445,5.075121535711263e-07
MRPL20,0.5721226771104776,6.882264851563547e-05,7.342256398927585e-08
ATAD3C,0.06913538552408614,8.3165386171161e-06,7.662072281791926e-09
ATAD3B,0.989402925576666,0.00011901875683587947,1.3387366070233466e-07
ATAD3A,0.44889023725294147,5.39985850177964e-05,6.13797972174972e-08
SSU72,0.47399191668634616,5.701815429885074e-05,6.411821500271669e-08
MIB2,0.7125317244660491,8.571294652544798e-05,9.485951924133277e-08
CDK11B,0.433392145940385,5.2134265119738364e-05,5.669115501116484e-08
SLC35E2B,0.7185023268916433,8.643117128493243e-05,9.11377647234976e-08
CDK11A,0.17651208431821197,2.1233259270806205e-05,2.4054786618439058e-08
SLC35E2A,0.08138759461326905,9.790399929420072e-06,9.087328172956651e-09
NADK,0.4999096023944724,6.013588384391584e-05,6.515781667091215e-08
GNB1,5.7399777674410934,0.0006904821084375188,8.385994509120393e-07
PRKCZ,0.292053432796568,3.513213434338602e-05,3.83843325421485e-08
FAAP20,0.5657241620747032,6.80529486436549e-05,7.24235209586974e-08
SKI,2.131134457785035,0.000256361657378207,3.2076441250487937e-07
MORN1,0.19033707433302902,2.289631593083472e-05,2.2366330939011377e-08
RER1,0.4639011560331439,5.580430121895151e-05,5.915801048847767e-08
PEX10,0.0921894711572434,1.1089795640231373e-05,1.045639666073101e-08
PLCH2,0.08398122182910481,1.0102396466871744e-05,1.0878883865905766e-08
PANK4,0.09542383585588557,1.1478868742437816e-05,1.2179265147143878e-08
TNFRSF14,0.6356905311019612,7.646944918825468e-05,1.0006573096839798e-07
WRAP73,0.15897808081409934,1.9124032336593207e-05,2.096177896309582e-08
TP73-AS1,0.07658788004485209,9.21302538732733e-06,9.026590563062404e-09
LRRC47,0.26870177078033786,3.232308081081894e-05,3.599384808752817e-08
CEP104,0.29914936559097566,3.598572904979859e-05,3.608639341580436e-08
DFFB,0.10363105320412033,1.2466143775306187e-05,1.3007957816648796e-08
NPHP4,0.21969042978527462,2.642733426985139e-05,2.751134640365514e-08
KCNAB2,0.4495325954842425,5.407585654808643e-05,7.231298330584889e-08
CHD5,0.08878080573869207,1.0679755291554442e-05,1.2768851630975001e-08
