Gene,Sum,Mean,Variance
WASH7P,0.004587823968308199,8.805804161819959e-07,5.549662056124686e-10
AL627309.1,0.0065434955726835255,1.255949246196454e-06,8.040020249253773e-10
AL627309.5,0.023674511193326454,4.544052052461892e-06,3.581824237449065e-09
FO538757.1,0.0011337868480725624,2.1761743725001197e-07,2.466844309163244e-10
WASH9P,0.0034873783653845605,6.693624501697812e-07,3.5363062311403254e-10
AP006222.1,0.011138284066291826,2.1378664234725196e-06,1.261467262132749e-09
AL732372.2,0.0054039976554539826,1.0372356344441424e-06,5.812486551167104e-10
AL732372.3,0.0002981514609421586,5.72267679351552e-08,1.7058969561896096e-11
AL669831.3,0.13231959000452603,2.53972341659359e-05,2.013114326749807e-08
AC114498.1,0.00045187528242205153,8.673229988906939e-08,3.918466001564325e-11
MTND1P23,0.20443052911998263,3.9238105397309525e-05,3.275304389397213e-08
MTND2P28,0.0022199637258687355,4.260966844277803e-07,3.8121238676099695e-10
MTCO1P12,0.01678028412380067,3.220783900921434e-06,2.6681652152828124e-09
MTCO2P12,0.007684671481160117,1.4749849292053967e-06,1.3543798621393854e-09
MTATP6P1,0.12561905496167342,2.4111142986885492e-05,2.1535282062917605e-08
AL669831.1,0.012745086007206186,2.4462737057977327e-06,1.7444753452920982e-09
AL669831.2,0.0005756225939446164,1.1048418309877474e-07,3.885204973191947e-11
LINC01409,0.09538083680780717,1.8307262343149167e-05,1.2269344121209676e-08
AL669831.4,0.003591835456441303,6.894117958620544e-07,4.4385529628630787e-10
FAM87B,0.0019257411168297307,3.696240147465894e-07,1.158998021795253e-10
LINC01128,0.1088153537779957,2.0885864448751575e-05,1.5133224052498807e-08
LINC00115,0.03595945184244853,6.902006111794344e-06,5.525125289142618e-09
AL669831.7,0.0005724994585936016,1.0988473293543218e-07,3.193470782403842e-11
FAM41C,0.0005947454343705799,1.1415459392909403e-07,5.352533787250723e-11
AL645608.6,0.0011709981649810097,2.247597245644932e-07,1.320874751106607e-10
SAMD11,0.001303964509779927,2.5028109592704933e-07,1.2441875162904904e-10
NOC2L,0.09541227229742894,1.8313296026377916e-05,1.387855283499809e-08
KLHL17,0.01805440334356068,3.4653365342726835e-06,2.914641655940599e-09
PLEKHN1,0.00854338365155742,1.6398049235234972e-06,1.0508985827109002e-09
PERM1,0.0005766201800752557,1.106756583637727e-07,1.445832120714127e-11
AL645608.7,0.0005895586131678383,1.1315904283451791e-07,2.055364963607987e-11
HES4,0.08955721689673893,1.7189485008971005e-05,1.2119667642077007e-08
ISG15,0.22318248988367564,4.283733011202987e-05,4.011278889939234e-08
AL645608.1,0.0005784840967831396,1.1103341588927825e-07,2.418970454511833e-11
AGRN,0.001940686681596293,3.7249264522001785e-07,1.6972022812893645e-10
AL390719.1,0.0018214936247723133,3.496148991885438e-07,6.36699079419613e-10
C1orf159,0.09007011893600993,1.728793069789058e-05,1.4517879465118023e-08
AL390719.3,0.07478233736657698,1.4353615617385217e-05,1.1155587394985677e-08
LINC01342,0.0012722480296466412,2.4419347977862597e-07,2.2116688195427565e-10
AL390719.2,0.0011135857461024498,2.1374006643041263e-07,2.3797220653190066e-10
TTLL10,0.0006949270326615705,1.333833076125855e-07,9.26738750590498e-11
TNFRSF18,0.12352846186988412,2.3709877518211923e-05,3.217026306204468e-08
TNFRSF4,0.18711790370292755,3.5915144664669395e-05,5.2749909045053914e-08
SDF4,0.1823530606609519,3.500058745891591e-05,3.245481100127339e-08
B3GALT6,0.06621620557406052,1.2709444447996262e-05,1.316020052135586e-08
C1QTNF12,0.0027628346282117435,5.302945543592598e-07,3.451364390254434e-10
AL162741.1,0.00018920427802407834,3.631560038849872e-08,4.432704852934685e-12
UBE2J2,0.13317847748729789,2.5562087809462165e-05,2.077153302547606e-08
LINC01786,0.007385001287243002,1.417466657820154e-06,8.970802849293953e-10
SCNN1D,0.005448345006609655,1.0457476020364022e-06,1.2682983420973658e-09
ACAP3,0.054176637112851214,1.0398586777898505e-05,8.148280595557036e-09
PUSL1,0.01733377016803611,3.3270192261105778e-06,3.2907045514474735e-09
INTS11,0.12000678611449561,2.303393207571893e-05,1.903306843124048e-08
CPTP,0.02730013593169143,5.239949315103921e-06,4.980664042947792e-09
TAS1R3,0.0011723329425556857,2.2501591987633124e-07,2.63742943306296e-10
DVL1,0.018884521720284222,3.624668276446108e-06,2.836367904209297e-09
MXRA8,0.06141946040463317,1.178876399321174e-05,7.036033786334016e-09
AURKAIP1,0.2550899148543164,4.896159594132753e-05,4.773567480591562e-08
CCNL2,0.2298959973421475,4.4125911198108925e-05,3.5584725550330414e-08
MRPL20-AS1,0.022372429113486872,4.294132267463891e-06,3.4992567444781223e-09
MRPL20,0.3277414862181358,6.290623535856734e-05,5.993083627858054e-08
MRPL20-DT,0.005325941056517415,1.022253561711596e-06,9.94641216471978e-10
ANKRD65,0.001095556976195553,2.1027964994156487e-07,5.054619631406216e-11
AL391244.1,3.590148632153371e-05,6.890880292041019e-09,2.4734536031683747e-13
VWA1,0.00448834595733762,8.614867480494473e-07,5.155535332888658e-10
ATAD3C,0.005981906355470898,1.1481586094953738e-06,1.385074276372452e-09
ATAD3B,0.0568018130659254,1.090245932167474e-05,7.859634622658874e-09
AL645728.2,0.0009123255177447313,1.751104640584897e-07,8.031190466629951e-11
ATAD3A,0.04962055054402465,9.524097993094942e-06,1.1679045994152711e-08
TMEM240,0.009028423004483338,1.7329026880006407e-06,8.355841112643711e-10
SSU72,0.2609508989750167,5.0086544908832386e-05,4.371145588723206e-08
AL645728.1,0.003945402125452715,7.572748801252811e-07,8.949129717116999e-10
FNDC10,0.007486863255558232,1.4370178993393921e-06,1.6860237124210951e-09
AL691432.4,0.003478517986446489,6.676618016212071e-07,4.223788874573849e-10
AL691432.2,0.009719219716066586,1.865493227651936e-06,1.1439504721251136e-09
MIB2,0.0899358223932904,1.7262154010228485e-05,1.5495297604231776e-08
MMP23B,0.01685082098563222,3.2343226459946682e-06,3.449773375043915e-09
CDK11B,0.26054400625859464,5.0008446498770567e-05,5.211271394765784e-08
FO704657.1,0.00018840442079074693,3.61620769272067e-08,2.596327299918483e-12
SLC35E2B,0.1360270121598416,2.610883150860683e-05,2.108002576823463e-08
AL691432.1,0.06906090574977877,1.3255452159266559e-05,1.2764407863200801e-08
CDK11A,0.08985898567957934,1.7247406080533463e-05,1.356756017434785e-08
AL031282.2,0.017229872983070868,3.307077347998247e-06,2.4244476623322566e-09
AL031282.1,0.03583235615125953,6.877611545347318e-06,4.978617459666458e-09
SLC35E2A,0.0223786472617374,4.295325770007179e-06,3.222829725121786e-09
