Gene,Sum,Mean,Variance
WASH7P,0.006084414187091982,4.1679779333415414e-07,1.7706191529478412e-10
MIR1302-2HG,0.0022050396118799697,1.510508022934628e-07,3.707888590434359e-11
OR4F5,0.0005271300868616893,3.610974701066511e-08,7.165660446752139e-12
AL627309.1,0.009764024036656823,6.688603943455832e-07,4.1536216010993334e-10
AL627309.6,0.0007996790490589604,5.4780041722082506e-08,2.699975703897414e-11
AL627309.5,0.04999785215134303,3.4249795966120723e-06,1.8805764111581307e-09
AL627309.4,0.0011162612944986491,7.646672794209132e-08,3.5221678392561587e-11
WASH9P,0.010302149646729961,7.057233625654173e-07,3.630222843711328e-10
AP006222.1,0.0158633626391326,1.0866805479608576e-06,4.6172179438615104e-10
AP006222.2,0.000295629856683122,2.025139448438978e-08,3.6056703223169287e-12
AL732372.2,0.012964898874917228,8.881284336838764e-07,4.990576287197308e-10
AL732372.3,0.00011015642211940956,7.545994116961883e-09,8.311827712314208e-13
AL669831.3,0.16423473788568993,1.125049581351486e-05,6.832356027643603e-09
AC114498.1,0.0005198502217786015,3.561105780097284e-08,7.320238703063526e-12
MTND1P23,0.2316325475322828,1.5867416600375585e-05,1.5176841213208142e-08
MTND2P28,0.0007877165784906902,5.39605821681525e-08,2.923808686375828e-11
MTCO1P12,0.020667096218931584,1.4157484736903401e-06,1.1727682793703167e-09
MTCO2P12,0.008739248876360246,5.986606984765205e-07,3.9274484401576173e-10
MTATP6P1,0.17717744214841213,1.213710386000905e-05,1.094520322012767e-08
MTCO3P12,0.001034126163391934,7.084026328208891e-08,7.325275133867921e-11
AL669831.1,0.030506532825182175,2.089774820193326e-06,1.348579135991252e-09
AL669831.2,0.0006802665103700808,4.6599980159616444e-08,8.206168042822256e-12
LINC01409,0.10898195877474873,7.465540401065127e-06,3.5560427149272286e-09
AL669831.4,0.0037788662479285857,2.588619158739955e-07,1.469353041836316e-10
FAM87B,0.001284548098531922,8.799480055705726e-08,3.708893715495412e-11
LINC01128,0.13706956571570159,9.389612667194244e-06,4.651504261997635e-09
