Gene,Sum,Mean,Variance
WASH7P,0.056596950370351604,5.510900717658384e-06,4.648027255151798e-09
OR4F5,0.003393729685824684,3.304507970617998e-07,1.8372378286544114e-10
AL627309.1,0.01587817783914258,1.5460737915426074e-06,1.035525482279838e-09
CICP27,0.0012813697393822677,1.247682316827914e-07,5.98385255933198e-11
AL627309.6,0.030890211292595313,3.0078102524435553e-06,2.1973725988433685e-09
AL627309.7,0.00014534883720930232,1.4152759221937909e-08,2.056886795618311e-12
AL627309.5,0.03864675863200197,3.7630728950342714e-06,2.9528620352515127e-09
AL627309.4,0.00037993920972644377,3.699505450111429e-08,1.4054503136882543e-11
WASH9P,0.002026058299040371,1.972792890983808e-07,8.71819765684514e-11
AP006222.1,0.012314367218060451,1.1990620465492162e-06,8.694806239890176e-10
AL732372.2,0.03956710170903574,3.852687605553626e-06,2.0978595484589984e-09
AL732372.3,0.0002034587995930824,1.9810983407310846e-08,4.030326427746375e-12
AL669831.3,0.10792933947980035,1.0509185927926032e-05,6.000018876967745e-09
AC114498.1,0.0009345794392523365,9.1000919109283e-08,8.503930678532226e-11
MTND1P23,0.006581168485172291,6.408148476311871e-07,3.1520640735517656e-10
MTND2P28,0.001661533805578304,1.617851806794843e-07,4.752319216039717e-11
MTCO1P12,0.00956070970544686,9.30935706469996e-07,7.002929255173703e-10
MTCO2P12,0.0024014820459090595,2.3383466854031738e-07,8.655865803177284e-11
MTATP6P1,2.3221219957794577,0.00022610730241280017,3.000404342966472e-07
MTCO3P12,0.0030976353937453476,3.0161980464901147e-07,1.8453287951609576e-10
AL669831.1,0.04011059364574823,3.9056079499268e-06,2.892961952813409e-09
AL669831.2,0.0003850596842510589,3.7493640141291034e-08,1.4435883461177302e-11
LINC01409,0.08171579018887128,7.95674685383362e-06,4.456084480940747e-09
AL669831.4,0.004943688773511207,4.813718377323473e-07,1.8707824832836308e-10
FAM87B,0.001636424586060879,1.593402712814877e-07,2.2067260976337076e-10
LINC01128,0.07775385499265898,7.5709693274254115e-06,5.871092810708101e-09
LINC00115,0.06574422027558151,6.401579384185152e-06,4.700097494906806e-09
AL669831.7,0.0002479543763947434,2.4143561479527106e-08,5.985918819043373e-12
FAM41C,0.00045871559633027525,4.466558873712515e-08,2.048680715817596e-11
AL645608.6,0.001938165787519284,1.887211088139517e-07,1.1914267334234754e-10
AL645608.2,0.0005924170616113745,5.768423189984172e-08,3.416979569280349e-11
AL645608.4,0.0002978850163836759,2.9005356999384216e-08,8.639419934241277e-12
LINC02593,0.010869001669013372,1.0583253815981863e-06,9.796210951119874e-10
SAMD11,0.03790873500179118,3.691210808353571e-06,3.98162283975858e-09
