Gene,Sum,Mean,Variance
WASH7P,0.032513657021652737,1.915159157781277e-06,5.755986618604911e-10
MIR1302-2HG,0.0011183532182009108,6.587460789308539e-08,3.501806800031695e-11
OR4F5,9.42951438000943e-05,5.5542877893676326e-09,5.237115156926818e-13
AL627309.1,0.024616945668607004,1.4500174158335986e-06,3.608156649833682e-10
AL627309.3,0.0003342514567491623,1.9688487762806284e-08,4.534535770012818e-12
CICP27,0.008308966767189905,4.894249141302883e-07,9.81903825259746e-11
AL627309.6,0.041063751968479084,2.418787298608652e-06,8.243458919306802e-10
AL627309.7,0.00015064778547755348,8.873639952733315e-09,1.3367154665184056e-12
AL627309.5,0.045067044070745965,2.6545941020643202e-06,8.392953350125958e-10
AL627309.4,0.0019515756613531483,1.1495409444266645e-07,2.57730920946628e-11
WASH9P,0.009692955234514123,5.709462940751677e-07,1.3862745123864703e-10
AP006222.1,0.03330475939394172,1.961757636445881e-06,5.407587964614432e-10
AP006222.2,0.0015074042649776344,8.879096807313627e-08,1.487691617935407e-11
AL732372.1,8.336903597875897e-05,4.910704834703362e-09,2.121833096181295e-13
AL732372.2,0.08525450031550258,5.021764759115426e-06,1.7756687109192526e-09
AL732372.3,0.00034916201117318437,2.0566767460280635e-08,7.1807108978390235e-12
AL669831.3,0.2626005209394481,1.546801678385157e-05,5.0438092915917694e-09
AC114498.1,6.611133148221606e-05,3.894170435425344e-09,2.574336279412703e-13
MTND1P23,0.01105159529199763,6.509745710076945e-07,1.8651369943642637e-10
MTND2P28,0.037846059891067825,2.229254867825165e-06,6.065525449522671e-10
MTCO1P12,0.009128836200541564,5.377178653791343e-07,1.178747912905336e-10
AC114498.2,0.0026284940060226016,1.5482676597883028e-07,3.295176134469773e-11
MTCO2P12,0.0023975488527081122,1.4122335234188092e-07,2.160125019711942e-11
MTATP8P1,0.006869726773779371,4.0464904127816284e-07,1.0927651643948478e-10
MTATP6P1,3.1020647463437814,0.00018272160843162992,1.1486100751232294e-07
MTCO3P12,0.0046915406919234145,2.7634686292769124e-07,6.271923367536496e-11
AL669831.1,0.036123417407486536,2.127785675177389e-06,5.056177851588491e-10
AL669831.2,0.0019504787204499279,1.1488948108911632e-07,3.4297908483076995e-11
LINC01409,0.36017328908208784,2.1215367207521225e-05,6.685143817448694e-09
AL669831.4,0.007892051056779755,4.648672354821084e-07,1.4458719151263903e-10
FAM87B,0.0028221570952078274,1.662341459155226e-07,5.43468804761174e-11
LINC01128,0.1838920790295843,1.0831835956269322e-05,3.2557149391942994e-09
LINC00115,0.018230923763285924,1.0738601498077355e-06,3.192671620403341e-10
AL669831.7,0.002394393044771515,1.4103746508638245e-07,3.4369845383289887e-11
FAM41C,0.003198944022190629,1.8842810992464093e-07,4.429973569547769e-11
TUBB8P11,0.0005270368296752492,3.104416738382808e-08,8.181252185928176e-12
AL645608.6,0.005236434418564646,3.0844285907784923e-07,7.557873762409026e-11
AL645608.2,0.0029155869055992535,1.7173746277901004e-07,3.803285441737356e-11
LINC02593,0.00040229575711880715,2.369651629373901e-08,5.422393779571031e-12
SAMD11,0.004563632267316887,2.688126445966241e-07,9.26298808493215e-11
NOC2L,0.2706953864264021,1.5944830442740302e-05,4.6545933801166555e-09
KLHL17,0.044074733821695786,2.5961438311654466e-06,7.736214276941203e-10
PLEKHN1,0.013250432576931261,7.804931717577464e-07,2.849173239433766e-10
PERM1,0.001753269597858034,1.0327322835942945e-07,3.0102662384803604e-11
AL645608.7,0.005868830178612781,3.456930069277718e-07,6.451561003669415e-11
HES4,0.013894785606305046,8.184476412973461e-07,2.987196815470616e-10
ISG15,0.2007244424948737,1.1823316398355051e-05,7.166570810441885e-09
AL645608.3,0.00046511627906976747,2.739684744476453e-08,1.2741969154501044e-11
AL645608.1,0.0009852346456690098,5.8033495062084573e-08,8.825646922276117e-12
AGRN,0.22174910712911886,1.3061736886912814e-05,3.339916915020333e-09
AL390719.1,0.004168358850409969,2.4552976676738935e-07,6.732333165279702e-11
RNF223,4.85601903559462e-05,2.8603516732017553e-09,1.38891040123932e-13
C1orf159,0.49737798902006536,2.9297166108267973e-05,7.863526534589184e-09
AL390719.3,0.04216895550459065,2.483887347858317e-06,6.915186923665037e-10
LINC01342,0.00663547495597516,3.9085085444867527e-07,7.278142464991096e-11
AL390719.2,0.001106106561877907,6.515324037685733e-08,1.339769492710278e-11
TTLL10-AS1,0.001455524115849908,8.573506013134876e-08,2.9865939687987264e-11
TTLL10,0.005520722138319335,3.2518832174820846e-07,1.168509082657768e-10
TNFRSF18,0.15755551791883202,9.280527650281675e-06,5.4680434590554625e-09
TNFRSF4,0.021960216842364405,1.2935275279710434e-06,8.46062702288465e-10
SDF4,0.3579992866117878,2.108731145737102e-05,6.881801606326738e-09
B3GALT6,0.05966991239614279,3.514750096963114e-06,1.0474679326418972e-09
C1QTNF12,0.0087488401362545,5.153348728429345e-07,1.3908727528474955e-10
AL162741.1,0.0035393380485140846,2.084784148267706e-07,1.0204768255956517e-10
