Gene,Sum,Mean,Variance
WASH7P,0.006533957019015567,1.160354647312301e-06,9.809253049221577e-10
AL627309.1,0.006582342382790969,1.168947324239206e-06,1.0612986799880917e-09
CICP27,0.005504873002213962,9.776013145469655e-07,9.732479034239699e-10
AL627309.7,9.582215408202377e-05,1.70168982564418e-08,1.6303062719006167e-12
AL627309.5,0.07269679656064779,1.2910104166337734e-05,1.1525447909540841e-08
WASH9P,0.011895361491175847,2.1124776223008073e-06,1.8133287216707961e-09
AP006222.1,0.03183309286252122,5.653186443353085e-06,3.8983361709510605e-09
AL732372.2,0.015451639773420053,2.744031215311677e-06,1.5311529937374933e-09
AL669831.3,0.10783832860485958,1.915083086571827e-05,1.525164796616271e-08
MTND1P23,0.010776864711309543,1.9138456244556107e-06,1.7474937876204781e-09
MTND2P28,0.05202062776744224,9.238257461808248e-06,7.172091810544449e-09
MTCO1P12,0.012733042019138486,2.261239925259898e-06,1.8473007406081535e-09
AC114498.2,0.0072433827456227255,1.286340391692901e-06,9.088113694488381e-10
MTCO2P12,0.0023909184773979715,4.245992678739072e-07,4.0861376795371025e-10
MTATP8P1,0.0009940357852882703,1.7652917515330675e-07,1.7544515470012756e-10
MTATP6P1,0.23076899707801843,4.098188546936928e-05,3.6059137937375363e-08
MTCO3P12,0.0008549812133403788,1.5183470313272577e-07,6.567338016563108e-11
AL669831.1,0.022895692072526137,4.066008181943906e-06,3.52676244217005e-09
AL669831.2,0.00044662795891022776,7.931592237794846e-08,3.541841750520254e-11
LINC01409,0.20151358479287862,3.578646506710684e-05,3.3084136803606624e-08
AL669831.4,0.003099883174697015,5.505031388202832e-07,4.813822948429977e-10
FAM87B,0.0007220216606498195,1.282226355265174e-07,9.25630791914913e-11
LINC01128,0.08761441988422772,1.5559300281340386e-05,1.3137652538399198e-08
LINC00115,0.01107648475773134,1.9670546541877713e-06,1.8514369623309696e-09
FAM41C,0.0007974819122969667,1.4162349712253004e-07,9.192997644832954e-11
AL645608.6,0.020995806899992628,3.728610708576208e-06,2.829653894584657e-09
AL645608.2,0.010264926811496522,1.8229314174207995e-06,1.0535186654211328e-09
AL645608.4,0.0026011916152233797,4.619413275125874e-07,3.213274437090308e-10
LINC02593,0.0005966587112171838,1.0595963616003975e-07,6.321051250779582e-11
SAMD11,0.004430895754724405,7.868754670084186e-07,4.455646222774196e-10
NOC2L,0.2444015073230075,4.340286047291911e-05,4.09142292628899e-08
KLHL17,0.02546936032244576,4.523061680420132e-06,4.811595046833509e-09
PLEKHN1,0.012290343803217533,2.1826218794561416e-06,1.998890557641081e-09
PERM1,0.002812282150586441,4.994285474314404e-07,3.712311855209312e-10
AL645608.7,0.024684074644941538,4.3836040925131485e-06,4.294754998750159e-09
HES4,0.08318269552791335,1.4772277664342631e-05,1.2205274059186325e-08
ISG15,0.3410622099892693,6.056867518900183e-05,5.8966009732290125e-08
AL645608.1,0.0011612998030335084,2.0623331611321405e-07,9.530959952996991e-11
AGRN,0.14694358456977358,2.609546875684134e-05,2.5554611016526203e-08
AL390719.1,0.0005717552887364208,1.015370784472422e-07,5.804405182675598e-11
C1orf159,0.4302657058842077,7.641017685743344e-05,6.974750258028512e-08
AL390719.3,0.036862959492327034,6.546432159887592e-06,5.794647132624315e-09
LINC01342,0.007154539942539932,1.2705629448659087e-06,1.0461101166415513e-09
TTLL10-AS1,0.0023161182290519127,4.113156151752642e-07,4.0388888480157895e-10
TTLL10,0.003951891758587368,7.018099375932105e-07,3.0886756228281674e-10
TNFRSF18,0.004247654594622002,7.543339716963242e-07,8.647383964762584e-10
TNFRSF4,0.0015835795774107114,2.812252845694746e-07,1.3314356543790107e-10
SDF4,0.2380772068078867,4.227973837824306e-05,3.624611077777988e-08
B3GALT6,0.0379827801769845,6.745299267800479e-06,8.164853591656191e-09
C1QTNF12,0.005841797571124803,1.0374351928831119e-06,8.917404200786732e-10
AL162741.1,0.014336076565156671,2.545920185607649e-06,2.801299370953463e-09
UBE2J2,0.32179841895510075,5.714765032056486e-05,4.657776839335326e-08
LINC01786,0.10944053015995531,1.9435363196582367e-05,1.49152918221917e-08
SCNN1D,0.26755897923132793,4.751535770401846e-05,4.5172360615211615e-08
