Gene,Sum,Mean,Variance
WASH7P,0.007083930831035414,9.126424672810375e-07,2.0432942120883211e-10
AL627309.1,0.00876195824330898,1.1288273954275935e-06,3.743574731504425e-10
CICP27,0.002516960047534134,3.2426694763387453e-07,8.11360079151148e-11
AL627309.6,0.022317744588589275,2.8752569683830554e-06,1.103230270158092e-09
AL627309.7,0.0008230290863196674,1.060331211439922e-07,3.28321239379727e-11
AL627309.5,0.03398743164895487,4.378695136428094e-06,1.3049080163337952e-09
WASH9P,0.010020416997686157,1.2909581290500074e-06,3.4139558568800443e-10
AP006222.1,0.022409205330438168,2.887040109564309e-06,9.119033407592785e-10
AL732372.2,0.01971724982669757,2.5402280116848197e-06,8.17257856053089e-10
AL732372.3,0.00010631511800978098,1.3696871683816154e-08,1.4559969251358187e-12
AL669831.3,0.22445196689164085,2.891676976187076e-05,8.539559320717626e-09
AC114498.1,0.0003050640634533252,3.930224986515398e-08,1.1988159379877316e-11
MTND1P23,0.0546502055586076,7.040737639604174e-06,2.711740501394582e-09
MTND2P28,0.02367647833024265,3.050306406885165e-06,1.2012478551344134e-09
MTCO1P12,0.04270745306215707,5.502119693655897e-06,2.28285804460246e-09
AC114498.2,0.0007429450135843889,9.571566781556156e-08,1.997171430639762e-11
MTCO2P12,0.0008750430286411217,1.127342216749706e-07,5.231814300240808e-11
MTATP8P1,0.00032,4.1226488018551925e-08,1.3190776542622275e-11
MTATP6P1,0.2123453231914112,2.735703725733203e-05,1.3743608892189177e-08
MTCO3P12,0.0002778154523630447,3.579173568191764e-08,5.71750706894797e-12
AL669831.1,0.08237205398088371,1.0612220301582545e-05,3.847608418973451e-09
RNU6-1199P,0.0003202580155214344,4.125972887418635e-08,5.234523172858208e-12
LINC01409,0.23093142935139693,2.9751536891445107e-05,1.1764751319556535e-08
AL669831.4,0.008133537413107782,1.0478661959685367e-06,3.0821500586889603e-10
FAM87B,0.0022172935983414375,2.8566008739260986e-07,7.168511908749311e-11
LINC01128,0.15324661989396188,1.974318730919375e-05,6.319035533598302e-09
LINC00115,0.021534266724622712,2.7743193409717485e-06,9.38404319999172e-10
AL669831.7,0.0008298354627690118,1.0691000551005049e-07,3.2949121173929106e-11
FAM41C,0.007665543058682065,9.875731845764061e-07,3.4363820387247665e-10
AL669831.5,3.846153846153846e-05,4.955106732999029e-09,1.9055647510953497e-13
AL645608.6,0.023501636738964916,3.027781079485302e-06,6.931085338216134e-10
AL645608.2,0.013644223903859588,1.7578232290465845e-06,5.549975466115186e-10
AL645608.4,0.0034936874634084233,4.5010145109616377e-07,1.4779321038782267e-10
LINC02593,0.007269896549462012,9.366009468515862e-07,4.317350216084472e-10
SAMD11,0.016281329726002873,2.097568890234846e-06,6.276165297324372e-10
