Gene,Sum,Mean,Variance
WASH7P,0.020558753105619863,2.3372843457958005e-06,1.3632597239048985e-09
MIR1302-2HG,0.0012867656090910567,1.462898600603748e-07,5.2636217674813775e-11
OR4G11P,7.046223224351747e-05,8.010713079072019e-09,5.643885538897199e-13
OR4F5,0.0012253801919412165,1.3931107229891048e-07,3.257965369307827e-11
AL627309.1,0.00737031321300253,8.379164635064269e-07,3.8086879276806437e-10
CICP27,0.0011071106150821125,1.2586523591201824e-07,2.9419487154665134e-11
AL627309.6,0.009129655410980987,1.037932629715892e-06,5.298538608216158e-10
AL627309.7,0.0005242147930328141,5.95969523684418e-08,1.7531301479766973e-11
AL627309.5,0.03317557138166781,3.7716656868653717e-06,1.4253266864773898e-09
AL627309.4,0.0004833057132291747,5.4946079266618314e-08,1.3309524722086526e-11
WASH9P,0.005407928654428039,6.148168092801317e-07,2.501015719978523e-10
AP006222.1,0.025568227512324217,2.906801672615304e-06,1.2268318289717104e-09
AP006222.2,0.00022696323195642307,2.5803004997319585e-08,5.855667613312498e-12
AL732372.2,0.02890717165291417,3.2863996876891962e-06,1.7391249279974434e-09
AL669831.3,0.20680121864495393,2.3510825221118002e-05,1.2638994467620137e-08
AC114498.1,0.0017446280902707876,1.9834334814356384e-07,9.310399245527478e-11
MTND1P23,0.03404734958931584,3.870776442623447e-06,2.6917920394088242e-09
MTND2P28,0.006065575822908248,6.895834268881591e-07,1.053324385448674e-09
MTCO1P12,0.00758442545195309,8.622584642966223e-07,7.98692742360706e-10
MTCO2P12,0.0038568164672984034,4.384739048770354e-07,2.770811466506347e-10
MTATP6P1,3.5977975694637294,0.0004090265540545395,9.987598830935263e-07
MTCO3P12,0.0013427161633352157,1.5265076891032467e-07,5.1569771409346824e-11
WBP1LP6,0.00021168501270110075,2.406605419521382e-08,5.093843813014688e-12
AL669831.1,0.048329162351284136,5.494447743438397e-06,2.8353244219633665e-09
AL669831.2,0.0027408476918136574,3.11601602070675e-07,2.352360752153429e-10
LINC01409,0.17939281478423838,2.0394817506166255e-05,1.0782037956390175e-08
AL669831.4,0.006465356631435005,7.350337234464535e-07,3.1309461089107635e-10
FAM87B,0.0022301393653197735,2.5354017341061545e-07,7.513727245235367e-11
LINC01128,0.09240952806562017,1.0505858124786285e-05,5.598530021567586e-09
LINC00115,0.03802964330590853,4.323515610039624e-06,2.0249271449771226e-09
AL669831.7,0.0007703407703407703,8.757853232614488e-08,3.380595056103435e-11
FAM41C,0.0011336398004384359,1.2888128699845793e-07,2.970882663795917e-11
AL645608.6,0.002090176298135051,2.3762804662745008e-07,1.2651863490556067e-10
LINC02593,0.017646295089337998,2.0061727022894496e-06,1.131870125529248e-09
SAMD11,0.05991455236795923,6.811568027280494e-06,3.893462053614352e-09
NOC2L,0.4119282163726749,4.683131154759833e-05,2.4670767518831286e-08
KLHL17,0.04902314649832097,5.57334544091871e-06,3.8777141750534015e-09
PLEKHN1,0.038045616944828255,4.325331621740365e-06,1.8025889855075e-09
PERM1,0.019884664217385533,2.260648501294399e-06,1.089104066444823e-09
AL645608.7,0.14494943910040373,1.6479017633060904e-05,1.2104087385443772e-08
HES4,0.49704803266992315,5.650841662914088e-05,4.2180240259729585e-08
ISG15,0.233539708452228,2.6550671720353343e-05,2.6655358645120464e-08
AL645608.3,0.005338708819062589,6.069473418670519e-07,2.320958189151625e-10
AL645608.1,0.0030974603306514075,3.521441940258535e-07,9.727680427413244e-11
AGRN,0.16622328764582892,1.889759977783412e-05,1.1194118459061813e-08
AL390719.1,0.006565967093723721,7.464719297093817e-07,4.4042683802226894e-10
C1orf159,0.19508764744252768,2.2179132269500646e-05,1.2875693187970422e-08
AL390719.3,0.07528578439014089,8.559093268547168e-06,4.60223220314164e-09
LINC01342,0.013476442249541185,1.5321103057686658e-06,5.865163914370899e-10
MIR200A,0.00027218290691344586,3.094394121344314e-08,8.421454343335913e-12
AL390719.2,0.03307884245293849,3.760668764545076e-06,1.7609884636540628e-09
TTLL10,0.00203630627381228,2.3150366914646203e-07,1.2904793847748016e-10
TNFRSF18,0.07860721594044268,8.936700311555557e-06,8.385814396321048e-09
TNFRSF4,0.12646686195655296,1.4377769663091515e-05,1.2167222937702251e-08
SDF4,0.3407603021910437,3.8740370872105926e-05,2.2345832882164446e-08
B3GALT6,0.03276866417965184,3.72540520459889e-06,2.4652533115014937e-09
C1QTNF12,0.007210979162871172,8.198020876388326e-07,7.348591698064383e-10
AL162741.1,0.002585015071113184,2.9388529685234017e-07,1.7171459990879823e-10
UBE2J2,0.24478230994323458,2.7828821048571462e-05,1.4017289456388904e-08
LINC01786,0.04179506625922967,4.7515991654422094e-06,1.9978448034198625e-09
SCNN1D,0.02025258746335867,2.302476974006215e-06,1.1181332392336104e-09
ACAP3,0.1194099763800416,1.3575486173265301e-05,8.267633104287297e-09
PUSL1,0.027573916463935613,3.1348245184101425e-06,1.874047126002965e-09
INTS11,0.19923515074904308,2.2650653791387343e-05,1.2914766751778577e-08
CPTP,0.02198893984682569,2.4998794732634933e-06,1.4697475866722468e-09
TAS1R3,0.0061549914289235706,6.997489118830798e-07,2.8265095957372285e-10
DVL1,0.08797214266345742,1.0001380475609074e-05,5.021658744520104e-09
MXRA8,0.038865115119058394,4.418498762967075e-06,1.9802382674123153e-09
AURKAIP1,0.23875573355676055,2.7143671391173323e-05,1.7064120359565187e-08
NDUFB4P8,0.001605029687221468,1.8247267931121737e-07,2.1489430409521996e-10
CCNL2,0.7242003311420637,8.233291622806545e-05,4.394000112591762e-08
MRPL20-AS1,0.06456654323273099,7.340443750878921e-06,4.166270252775622e-09
MRPL20,0.3567112483485848,4.055380267719245e-05,2.5489156564385644e-08
MRPL20-DT,0.01604351689701357,1.8239559910201875e-06,8.517891667621736e-10
ANKRD65,0.004232822119528378,4.812212505148224e-07,1.7461708715394733e-10
AL391244.1,0.0002181500872600349,2.480105585039051e-08,5.409737405532394e-12
LINC01770,0.0038679771254637708,4.39742738229169e-07,4.810206631520976e-10
VWA1,0.17129697762972135,1.9474417647762772e-05,1.8841396367111385e-08
ATAD3C,0.03443014269653366,3.914295440715514e-06,1.7389593997117056e-09
ATAD3B,0.13882702179402584,1.5782972009325356e-05,7.928336192010092e-09
AL645728.2,0.006089821358045986,6.923398542571608e-07,3.188680794623368e-10
ATAD3A,0.07709552152375618,8.764838736216027e-06,4.922016906638971e-09
TMEM240,0.008103617942386529,9.212844409261628e-07,5.551958336215145e-10
SSU72,0.3389647533265614,3.853623844094604e-05,2.2217055963875624e-08
AL645728.1,0.016674827166516686,1.8957284182033522e-06,8.25740753813939e-10
FNDC10,0.002503795103253445,2.84651557896026e-07,1.8549198080904114e-10
AL691432.4,0.006178601378585014,7.024330807850175e-07,4.797045574110846e-10
AL691432.2,0.0340915927820116,3.8758063644851746e-06,1.9384363498526666e-09
MIB2,0.18015746924941592,2.0481749573603446e-05,1.1567281361818128e-08
MMP23B,0.01511249346042648,1.7181097613036017e-06,1.3866777555925347e-09
CDK11B,0.4685870557853032,5.327274395012542e-05,3.185611947637682e-08
FO704657.1,0.0065525433942398605,7.449458156252683e-07,3.6522958253880365e-10
SLC35E2B,0.55169645301594,6.272128842836971e-05,3.833089564609735e-08
AL691432.1,0.25082494492241225,2.851579637589953e-05,1.731663713021489e-08
MMP23A,0.000987483855312659,1.122651040601022e-07,3.243295749826637e-11
CDK11A,0.4742584782225553,5.39175168511318e-05,3.010462095402501e-08
AL031282.2,0.049344654426293814,5.609897047100252e-06,2.715851576625544e-09
AL031282.1,0.18926913088407704,2.1517636526157006e-05,1.230895194908038e-08
SLC35E2A,0.06956271163574068,7.908448344217903e-06,4.581029137854117e-09
