Gene,Sum,Mean,Variance
WASH7P,0.007288983956091485,5.568785969968283e-07,1.1534292886709846e-10
MIR1302-2HG,3.95522683225883e-05,3.0217945085635494e-09,1.1950969597637733e-13
OR4G11P,5.868889019308645e-05,4.483833004285007e-09,2.631310780742094e-13
AL627309.1,0.008432379896655136,6.442340817980851e-07,1.3192556215920729e-10
CICP27,0.0029447029608127015,2.2497539619624887e-07,3.3429525869015904e-11
AL627309.6,0.01605178827785256,1.2263571149707816e-06,2.3614961866421035e-10
AL627309.5,0.06018221561520951,4.597923112171252e-06,1.0570767239951404e-09
AL627309.4,0.000888198627465864,6.785840228175292e-08,9.343275108256643e-12
WASH9P,0.011942012812488547,9.123701438221825e-07,1.94824166516615e-10
AP006222.1,0.033376288347525575,2.5499494497307337e-06,5.319147784488898e-10
AL732372.2,0.04865259103372347,3.7170594418002497e-06,8.887133669760127e-10
AL669831.3,0.3577674583323497,2.7333444749969418e-05,6.71493269544811e-09
MTND1P23,0.020124685234186694,1.5375265669024902e-06,5.728387823142869e-10
MTND2P28,0.04653452294785972,3.555238975312073e-06,1.1849666319380583e-09
MTCO1P12,0.010927796103502382,8.348839562611645e-07,2.1632248816292268e-10
AC114498.2,0.00185435602075688,1.4167285665496831e-07,3.721537410104526e-11
MTCO2P12,0.0015833684871542086,1.2096940080634185e-07,2.6935918370837507e-11
MTATP8P1,0.0008400208716837182,6.417762026768417e-08,1.7242960793841463e-11
MTATP6P1,0.4600037977131226,3.5144304203004245e-05,1.4254946164307825e-08
MTCO3P12,0.0013211701311639534,1.009374383959014e-07,2.1265223934040654e-11
AL669831.1,0.05275129334550965,4.030200423677107e-06,9.496080502439825e-10
RNU6-1199P,0.00023418708700976562,1.7891900604306336e-08,1.536626292992158e-12
AL669831.2,0.0010605145080454278,8.102334082400702e-08,1.2993739889162613e-11
LINC01409,0.41182520393242666,3.1463458165820665e-05,1.0329533423362278e-08
AL669831.4,0.008789579662047863,6.715241547901187e-07,1.4428547653888927e-10
FAM87B,0.006482742015737691,4.952816881150348e-07,8.945424037925637e-11
LINC01128,0.3209125075624232,2.4517725384859285e-05,7.205382132205073e-09
LINC00115,0.015501141082499567,1.1842876524180278e-06,2.460877584858414e-10
AL669831.7,0.002253131990610912,1.7213935293841487e-07,2.596616898365617e-11
FAM41C,0.004684128859771311,3.5786758803356336e-07,6.848884944092798e-11
AL669831.5,4.457917261055635e-05,3.405850149786565e-09,1.5181838189778163e-13
