Gene,Sum,Mean,Variance
WASH7P,0.012227756222508029,1.3276608276338793e-06,9.088339869099217e-10
MIR1302-2HG,0.004286255107374279,4.6539143402543743e-07,2.051407523567524e-10
OR4G11P,0.00042951323202888067,4.663553007914014e-08,1.0117546980187366e-11
OR4F5,0.0007160539149419732,7.77474391902251e-08,1.960738094281656e-11
AL627309.1,0.009143319762367428,9.92760017629471e-07,3.4339508482845794e-10
CICP27,0.002491152824988359,2.704834771974331e-07,1.530386667369888e-10
AL627309.6,0.006267245518016752,6.804826838237516e-07,3.2979606685205893e-10
AL627309.5,0.03410361106951955,3.702889366940233e-06,2.00139178278983e-09
WASH9P,0.0028137711747471513,3.0551261397906097e-07,1.0621410223296451e-10
AP006222.1,0.015765286459156435,1.7117574874219799e-06,1.010693613019977e-09
AL732372.2,0.013866177294128392,1.5055567094601945e-06,7.411206430284542e-10
AL732372.3,0.00025393600812595224,2.7571770697714684e-08,7.000705185402359e-12
AL669831.3,0.13949514003764682,1.5146052121351447e-05,7.4118775088425776e-09
AC114498.1,0.00038654812524159255,4.1970480482257605e-08,1.6221849024673623e-11
MTND1P23,0.005823525630587896,6.323046287283274e-07,2.381982787839187e-10
MTCO1P12,0.0025206638190122008,2.736877110762433e-07,1.2962850840860322e-10
MTCO2P12,0.0005396874613894907,5.859798712155165e-08,1.059643298463906e-11
MTATP6P1,0.08308762176090805,9.02145730303019e-06,5.962438595261585e-09
AL669831.1,0.029438424285000712,3.1963544283388393e-06,1.67804785522814e-09
AL669831.2,0.0005428123748262293,5.893728282586638e-08,1.5998916698603843e-11
LINC01409,0.12147709533566647,1.3189695476185285e-05,6.379927510315254e-09
AL669831.4,0.004209619981520881,4.570705734550359e-07,2.0386097792316983e-10
FAM87B,0.0013005334215295242,1.412088405569516e-07,5.3984481801632983e-11
LINC01128,0.05690389288215684,6.178489998062632e-06,3.092182313086884e-09
LINC00115,0.08008523034871494,8.695464750131915e-06,5.442519745557633e-09
AL645608.6,0.0027108163797417125,2.943340260305877e-07,1.8797076650236782e-10
AL645608.2,0.0003831417624521073,4.160062567341013e-08,1.5937206427564316e-11
LINC02593,0.008486903440871682,9.214878871739068e-07,5.220828030035064e-10
SAMD11,0.019132619557205167,2.0773745447562613e-06,1.0630946569434808e-09
NOC2L,0.21402059739073442,2.323784987955857e-05,1.3571889381337694e-08
KLHL17,0.029465865000502783,3.199333876276089e-06,2.038395234743779e-09
PLEKHN1,0.026653434187254327,2.8939667955759313e-06,2.264504687326422e-09
PERM1,0.014813133315127824,1.6083749527826084e-06,8.021801893020791e-10
AL645608.7,0.021756742084066766,2.3622955574448173e-06,1.689273575556732e-09
HES4,0.387103334020427,4.2030763737288495e-05,2.8952878496999128e-08
ISG15,0.28292624398823046,3.0719461887972905e-05,3.1896598830705555e-08
AL645608.1,0.002030904573481077,2.2051081145288566e-07,1.238362866691276e-10
AGRN,0.09886843336204396,1.0734900473620408e-05,6.20119564319998e-09
C1orf159,0.13305410089561534,1.4446699337200363e-05,6.513111130020326e-09
AL390719.3,0.10040305881680214,1.0901526473051264e-05,6.1839111336877005e-09
LINC01342,0.0042992666168733835,4.668041929287061e-07,1.5659916387258197e-10
AL390719.2,0.013985001226949925,1.5184583308306107e-06,6.294956524817333e-10
TTLL10,0.0018614452358190951,2.0211131767851197e-07,1.4507783610280247e-10
TNFRSF18,0.08856847913786298,9.6165558238722e-06,1.4589817444418912e-08
TNFRSF4,0.07669720172307028,8.327600621397424e-06,1.601935993447117e-08
SDF4,0.3361464974788435,3.6497991040048155e-05,2.1376702798085618e-08
